# Generated by regen.py from Unicode emoji-test.txt, version 17.0.
# © Unicode, Inc. — https://www.unicode.org/terms_of_use.html
# group	subgroup	codepoints	name	tone variants (light..dark)
Flags	country-flag	1F1E6-1F1FF	flag: Azerbaijan	
Flags	country-flag	1F1E7-1F1E6	flag: Bosnia & Herzegovina	
Flags	country-flag	1F1E7-1F1E7	flag: Barbados	
Flags	country-flag	1F1E7-1F1E9	flag: Bangladesh	
Flags	country-flag	1F1E7-1F1EA	flag: Belgium	
Flags	country-flag	1F1E7-1F1EB	flag: Burkina Faso	
Flags	country-flag	1F1E7-1F1EC	flag: Bulgaria	
Flags	country-flag	1F1E7-1F1ED	flag: Bahrain	
Flags	country-flag	1F1E7-1F1EE	flag: Burundi	
Flags	country-flag	1F1E7-1F1EF	flag: Benin	
Flags	country-flag	1F1E7-1F1F1	flag: St. Barthélemy	
Flags	country-flag	1F1E7-1F1F2	flag: Bermuda	
Flags	country-flag	1F1E7-1F1F3	flag: Brunei	
Flags	country-flag	1F1E7-1F1F4	flag: Bolivia	
Flags	country-flag	1F1E7-1F1F6	flag: Caribbean Netherlands	
Flags	country-flag	1F1E7-1F1F7	flag: Brazil	
Flags	country-flag	1F1E7-1F1F8	flag: Bahamas	
Flags	country-flag	1F1E7-1F1F9	flag: Bhutan	
Flags	country-flag	1F1E7-1F1FB	flag: Bouvet Island	
Flags	country-flag	1F1E7-1F1FC	flag: Botswana	
Flags	country-flag	1F1E7-1F1FE	flag: Belarus	
Flags	country-flag	1F1E7-1F1FF	flag: Belize	
Flags	country-flag	1F1E8-1F1E6	flag: Canada	
Flags	country-flag	1F1E8-1F1E8	flag: Cocos (Keeling) Islands	
Flags	country-flag	1F1E8-1F1E9	flag: Congo - Kinshasa	
Flags	country-flag	1F1E8-1F1EB	flag: Central African Republic	
Flags	country-flag	1F1E8-1F1EC	flag: Congo - Brazzaville	
Flags	country-flag	1F1E8-1F1ED	flag: Switzerland	
Flags	country-flag	1F1E8-1F1EE	flag: Côte d’Ivoire	
Flags	country-flag	1F1E8-1F1F0	flag: Cook Islands	
Flags	country-flag	1F1E8-1F1F1	flag: Chile	
Flags	country-flag	1F1E8-1F1F2	flag: Cameroon	
Flags	country-flag	1F1E8-1F1F3	flag: China	
Flags	country-flag	1F1E8-1F1F4	flag: Colombia	
Flags	country-flag	1F1E8-1F1F5	flag: Clipperton Island	
Flags	country-flag	1F1E8-1F1F6	flag: Sark	
Flags	country-flag	1F1E8-1F1F7	flag: Costa Rica	
Flags	country-flag	1F1E8-1F1FA	flag: Cuba	
Flags	country-flag	1F1E8-1F1FB	flag: Cape Verde	
Flags	country-flag	1F1E8-1F1FC	flag: Curaçao	
Flags	country-flag	1F1E8-1F1FD	flag: Christmas Island	
Flags	country-flag	1F1E8-1F1FE	flag: Cyprus	
Flags	country-flag	1F1E8-1F1FF	flag: Czechia	
Flags	country-flag	1F1E9-1F1EA	flag: Germany	
Flags	country-flag	1F1E9-1F1EC	flag: Diego Garcia	
Flags	country-flag	1F1E9-1F1EF	flag: Djibouti	
Flags	country-flag	1F1E9-1F1F0	flag: Denmark	
Flags	country-flag	1F1E9-1F1F2	flag: Dominica	
Flags	country-flag	1F1E9-1F1F4	flag: Dominican Republic	
Flags	country-flag	1F1E9-1F1FF	flag: Algeria	
Flags	country-flag	1F1EA-1F1E6	flag: Ceuta & Melilla	
Flags	country-flag	1F1EA-1F1E8	flag: Ecuador	
Flags	country-flag	1F1EA-1F1EA	flag: Estonia	
Flags	country-flag	1F1EA-1F1EC	flag: Egypt	
Flags	country-flag	1F1EA-1F1ED	flag: Western Sahara	
Flags	country-flag	1F1EA-1F1F7	flag: Eritrea	
Flags	country-flag	1F1EA-1F1F8	flag: Spain	
Flags	country-flag	1F1EA-1F1F9	flag: Ethiopia	
Flags	country-flag	1F1EA-1F1FA	flag: European Union	
Flags	country-flag	1F1EB-1F1EE	flag: Finland	
Flags	country-flag	1F1EB-1F1EF	flag: Fiji	
Flags	country-flag	1F1EB-1F1F0	flag: Falkland Islands	
Flags	country-flag	1F1EB-1F1F2	flag: Micronesia	
Flags	country-flag	1F1EB-1F1F4	flag: Faroe Islands	
Flags	country-flag	1F1EB-1F1F7	flag: France	
Flags	country-flag	1F1EC-1F1E6	flag: Gabon	
Flags	country-flag	1F1EC-1F1E7	flag: United Kingdom	
Flags	country-flag	1F1EC-1F1E9	flag: Grenada	
Flags	country-flag	1F1EC-1F1EA	flag: Georgia	
Flags	country-flag	1F1EC-1F1EB	flag: French Guiana	
Flags	country-flag	1F1EC-1F1EC	flag: Guernsey	
Flags	country-flag	1F1EC-1F1ED	flag: Ghana	
Flags	country-flag	1F1EC-1F1EE	flag: Gibraltar	
Flags	country-flag	1F1EC-1F1F1	flag: Greenland	
Flags	country-flag	1F1EC-1F1F2	flag: Gambia	
Flags	country-flag	1F1EC-1F1F3	flag: Guinea	
Flags	country-flag	1F1EC-1F1F5	flag: Guadeloupe	
Flags	country-flag	1F1EC-1F1F6	flag: Equatorial Guinea	
Flags	country-flag	1F1EC-1F1F7	flag: Greece	
Flags	country-flag	1F1EC-1F1F8	flag: South Georgia & South Sandwich Islands	
Flags	country-flag	1F1EC-1F1F9	flag: Guatemala	
Flags	country-flag	1F1EC-1F1FA	flag: Guam	
Flags	country-flag	1F1EC-1F1FC	flag: Guinea-Bissau	
Flags	country-flag	1F1EC-1F1FE	flag: Guyana	
Flags	country-flag	1F1ED-1F1F0	flag: Hong Kong SAR China	
Flags	country-flag	1F1ED-1F1F2	flag: Heard & McDonald Islands	
Flags	country-flag	1F1ED-1F1F3	flag: Honduras	
Flags	country-flag	1F1ED-1F1F7	flag: Croatia	
Flags	country-flag	1F1ED-1F1F9	flag: Haiti	
Flags	country-flag	1F1ED-1F1FA	flag: Hungary	
Flags	country-flag	1F1EE-1F1E8	flag: Canary Islands	
Flags	country-flag	1F1EE-1F1E9	flag: Indonesia	
Flags	country-flag	1F1EE-1F1EA	flag: Ireland	
Flags	country-flag	1F1EE-1F1F1	flag: Israel	
Flags	country-flag	1F1EE-1F1F2	flag: Isle of Man	
Flags	country-flag	1F1EE-1F1F3	flag: India	
Flags	country-flag	1F1EE-1F1F4	flag: British Indian Ocean Territory	
Flags	country-flag	1F1EE-1F1F6	flag: Iraq	
Flags	country-flag	1F1EE-1F1F7	flag: Iran	
Flags	country-flag	1F1EE-1F1F8	flag: Iceland	
Flags	country-flag	1F1EE-1F1F9	flag: Italy	
Flags	country-flag	1F1EF-1F1EA	flag: Jersey	
Flags	country-flag	1F1EF-1F1F2	flag: Jamaica	
Flags	country-flag	1F1EF-1F1F4	flag: Jordan	
Flags	country-flag	1F1EF-1F1F5	flag: Japan	
Flags	country-flag	1F1F0-1F1EA	flag: Kenya	
Flags	country-flag	1F1F0-1F1EC	flag: Kyrgyzstan	
Flags	country-flag	1F1F0-1F1ED	flag: Cambodia	
Flags	country-flag	1F1F0-1F1EE	flag: Kiribati	
Flags	country-flag	1F1F0-1F1F2	flag: Comoros	
Flags	country-flag	1F1F0-1F1F3	flag: St. Kitts & Nevis	
Flags	country-flag	1F1F0-1F1F5	flag: North Korea	
Flags	country-flag	1F1F0-1F1F7	flag: South Korea	
Flags	country-flag	1F1F0-1F1FC	flag: Kuwait	
Flags	country-flag	1F1F0-1F1FE	flag: Cayman Islands	
Flags	country-flag	1F1F0-1F1FF	flag: Kazakhstan	
Flags	country-flag	1F1F1-1F1E6	flag: Laos	
Flags	country-flag	1F1F1-1F1E7	flag: Lebanon	
Flags	country-flag	1F1F1-1F1E8	flag: St. Lucia	
Flags	country-flag	1F1F1-1F1EE	flag: Liechtenstein	
Flags	country-flag	1F1F1-1F1F0	flag: Sri Lanka	
Flags	country-flag	1F1F1-1F1F7	flag: Liberia	
Flags	country-flag	1F1F1-1F1F8	flag: Lesotho	
Flags	country-flag	1F1F1-1F1F9	flag: Lithuania	
Flags	country-flag	1F1F1-1F1FA	flag: Luxembourg	
Flags	country-flag	1F1F1-1F1FB	flag: Latvia	
Flags	country-flag	1F1F1-1F1FE	flag: Libya	
Flags	country-flag	1F1F2-1F1E6	flag: Morocco	
Flags	country-flag	1F1F2-1F1E8	flag: Monaco	
Flags	country-flag	1F1F2-1F1E9	flag: Moldova	
Flags	country-flag	1F1F2-1F1EA	flag: Montenegro	
Flags	country-flag	1F1F2-1F1EB	flag: St. Martin	
Flags	country-flag	1F1F2-1F1EC	flag: Madagascar	
Flags	country-flag	1F1F2-1F1ED	flag: Marshall Islands	
Flags	country-flag	1F1F2-1F1F0	flag: North Macedonia	
Flags	country-flag	1F1F2-1F1F1	flag: Mali	
Flags	country-flag	1F1F2-1F1F2	flag: Myanmar (Burma)	
Flags	country-flag	1F1F2-1F1F3	flag: Mongolia	
Flags	country-flag	1F1F2-1F1F4	flag: Macao SAR China	
Flags	country-flag	1F1F2-1F1F5	flag: Northern Mariana Islands	
Flags	country-flag	1F1F2-1F1F6	flag: Martinique	
Flags	country-flag	1F1F2-1F1F7	flag: Mauritania	
Flags	country-flag	1F1F2-1F1F8	flag: Montserrat	
Flags	country-flag	1F1F2-1F1F9	flag: Malta	
Flags	country-flag	1F1F2-1F1FA	flag: Mauritius	
Flags	country-flag	1F1F2-1F1FB	flag: Maldives	
Flags	country-flag	1F1F2-1F1FC	flag: Malawi	
Flags	country-flag	1F1F2-1F1FD	flag: Mexico	
Flags	country-flag	1F1F2-1F1FE	flag: Malaysia	
Flags	country-flag	1F1F2-1F1FF	flag: Mozambique	
Flags	country-flag	1F1F3-1F1E6	flag: Namibia	
Flags	country-flag	1F1F3-1F1E8	flag: New Caledonia	
Flags	country-flag	1F1F3-1F1EA	flag: Niger	
Flags	country-flag	1F1F3-1F1EB	flag: Norfolk Island	
Flags	country-flag	1F1F3-1F1EC	flag: Nigeria	
Flags	country-flag	1F1F3-1F1EE	flag: Nicaragua	
Flags	country-flag	1F1F3-1F1F1	flag: Netherlands	
Flags	country-flag	1F1F3-1F1F4	flag: Norway	
Flags	country-flag	1F1F3-1F1F5	flag: Nepal	
Flags	country-flag	1F1F3-1F1F7	flag: Nauru	
Flags	country-flag	1F1F3-1F1FA	flag: Niue	
Flags	country-flag	1F1F3-1F1FF	flag: New Zealand	
Flags	country-flag	1F1F4-1F1F2	flag: Oman	
Flags	country-flag	1F1F5-1F1E6	flag: Panama	
Flags	country-flag	1F1F5-1F1EA	flag: Peru	
Flags	country-flag	1F1F5-1F1EB	flag: French Polynesia	
Flags	country-flag	1F1F5-1F1EC	flag: Papua New Guinea	
Flags	country-flag	1F1F5-1F1ED	flag: Philippines	
Flags	country-flag	1F1F5-1F1F0	flag: Pakistan	
Flags	country-flag	1F1F5-1F1F1	flag: Poland	
Flags	country-flag	1F1F5-1F1F2	flag: St. Pierre & Miquelon	
Flags	country-flag	1F1F5-1F1F3	flag: Pitcairn Islands	
Flags	country-flag	1F1F5-1F1F7	flag: Puerto Rico	
Flags	country-flag	1F1F5-1F1F8	flag: Palestinian Territories	
Flags	country-flag	1F1F5-1F1F9	flag: Portugal	
Flags	country-flag	1F1F5-1F1FC	flag: Palau	
Flags	country-flag	1F1F5-1F1FE	flag: Paraguay	
Flags	country-flag	1F1F6-1F1E6	flag: Qatar	
Flags	country-flag	1F1F7-1F1EA	flag: Réunion	
Flags	country-flag	1F1F7-1F1F4	flag: Romania	
Flags	country-flag	1F1F7-1F1F8	flag: Serbia	
Flags	country-flag	1F1F7-1F1FA	flag: Russia	
Flags	country-flag	1F1F7-1F1FC	flag: Rwanda	
Flags	country-flag	1F1F8-1F1E6	flag: Saudi Arabia	
Flags	country-flag	1F1F8-1F1E7	flag: Solomon Islands	
Flags	country-flag	1F1F8-1F1E8	flag: Seychelles	
Flags	country-flag	1F1F8-1F1E9	flag: Sudan	
Flags	country-flag	1F1F8-1F1EA	flag: Sweden	
Flags	country-flag	1F1F8-1F1EC	flag: Singapore	
Flags	country-flag	1F1F8-1F1ED	flag: St. Helena	
Flags	country-flag	1F1F8-1F1EE	flag: Slovenia	
Flags	country-flag	1F1F8-1F1EF	flag: Svalbard & Jan Mayen	
Flags	country-flag	1F1F8-1F1F0	flag: Slovakia	
Flags	country-flag	1F1F8-1F1F1	flag: Sierra Leone	
Flags	country-flag	1F1F8-1F1F2	flag: San Marino	
Flags	country-flag	1F1F8-1F1F3	flag: Senegal	
Flags	country-flag	1F1F8-1F1F4	flag: Somalia	
Flags	country-flag	1F1F8-1F1F7	flag: Suriname	
Flags	country-flag	1F1F8-1F1F8	flag: South Sudan	
Flags	country-flag	1F1F8-1F1F9	flag: São Tomé & Príncipe	
Flags	country-flag	1F1F8-1F1FB	flag: El Salvador	
Flags	country-flag	1F1F8-1F1FD	flag: Sint Maarten	
Flags	country-flag	1F1F8-1F1FE	flag: Syria	
Flags	country-flag	1F1F8-1F1FF	flag: Eswatini	
Flags	country-flag	1F1F9-1F1E6	flag: Tristan da Cunha	
Flags	country-flag	1F1F9-1F1E8	flag: Turks & Caicos Islands	
Flags	country-flag	1F1F9-1F1E9	flag: Chad	
Flags	country-flag	1F1F9-1F1EB	flag: French Southern Territories	
Flags	country-flag	1F1F9-1F1EC	flag: Togo	
Flags	country-flag	1F1F9-1F1ED	flag: Thailand	
Flags	country-flag	1F1F9-1F1EF	flag: Tajikistan	
Flags	country-flag	1F1F9-1F1F0	flag: Tokelau	
Flags	country-flag	1F1F9-1F1F1	flag: Timor-Leste	
Flags	country-flag	1F1F9-1F1F2	flag: Turkmenistan	
Flags	country-flag	1F1F9-1F1F3	flag: Tunisia	
Flags	country-flag	1F1F9-1F1F4	flag: Tonga	
Flags	country-flag	1F1F9-1F1F7	flag: Türkiye	
Flags	country-flag	1F1F9-1F1F9	flag: Trinidad & Tobago	
Flags	country-flag	1F1F9-1F1FB	flag: Tuvalu	
Flags	country-flag	1F1F9-1F1FC	flag: Taiwan	
Flags	country-flag	1F1F9-1F1FF	flag: Tanzania	
Flags	country-flag	1F1FA-1F1E6	flag: Ukraine	
Flags	country-flag	1F1FA-1F1EC	flag: Uganda	
Flags	country-flag	1F1FA-1F1F2	flag: U.S. Outlying Islands	
Flags	country-flag	1F1FA-1F1F3	flag: United Nations	
Flags	country-flag	1F1FA-1F1F8	flag: United States	
Flags	country-flag	1F1FA-1F1FE	flag: Uruguay	
Flags	country-flag	1F1FA-1F1FF	flag: Uzbekistan	
Flags	country-flag	1F1FB-1F1E6	flag: Vatican City	
Flags	country-flag	1F1FB-1F1E8	flag: St. Vincent & Grenadines	
Flags	country-flag	1F1FB-1F1EA	flag: Venezuela	
Flags	country-flag	1F1FB-1F1EC	flag: British Virgin Islands	
Flags	country-flag	1F1FB-1F1EE	flag: U.S. Virgin Islands	
Flags	country-flag	1F1FB-1F1F3	flag: Vietnam	
Flags	country-flag	1F1FB-1F1FA	flag: Vanuatu	
Flags	country-flag	1F1FC-1F1EB	flag: Wallis & Futuna	
Flags	country-flag	1F1FC-1F1F8	flag: Samoa	
Flags	country-flag	1F1FD-1F1F0	flag: Kosovo	
Flags	country-flag	1F1FE-1F1EA	flag: Yemen	
Flags	country-flag	1F1FE-1F1F9	flag: Mayotte	
Flags	country-flag	1F1FF-1F1E6	flag: South Africa	
Flags	country-flag	1F1FF-1F1F2	flag: Zambia	
Flags	country-flag	1F1FF-1F1FC	flag: Zimbabwe	
Flags	subdivision-flag	1F3F4-E0067-E0062-E0065-E006E-E0067-E007F	flag: England	
Flags	subdivision-flag	1F3F4-E0067-E0062-E0073-E0063-E0074-E007F	flag: Scotland	
Flags	subdivision-flag	1F3F4-E0067-E0062-E0077-E006C-E0073-E007F	flag: Wales	
